title	author	year_pub	provider	country	crop	uri	open_access	checked	in_carob	carobid	carob_url	carob_contributor	carob_folder	duplicate	
Global Wheat Program; IWIN Collaborators	Singh, Ravi; Payne, Thomas	2019	CIMMYT	Global	wheat	https://hdl.handle.net/11529/10314	TRUE	TRUE	FALSE						
Global Wheat Program; IWIN Collaborators	Singh, Ravi; Payne, Thomas	2019	CIMMYT	Global	wheat	https://hdl.handle.net/11529/10170	TRUE	TRUE	FALSE						
Global Wheat Program; IWIN Collaborators	Singh, Ravi; Payne, Thomas	2019	CIMMYT	Global	wheat	https://hdl.handle.net/11529/10265	TRUE	TRUE	FALSE						
Global Wheat Program; IWIN Collaborators	Singh, Ravi; Payne, Thomas	2019	CIMMYT	Global	wheat	https://hdl.handle.net/11529/10548693	TRUE	TRUE	FALSE						
Global Wheat Program; IWIN Collaborators	Singh, Ravi; Payne, Thomas	2019	CIMMYT	Global	wheat	https://hdl.handle.net/11529/10337	TRUE	TRUE	FALSE						
Global Wheat Program; IWIN Collaborators	Singh, Ravi; Payne, Thomas	2019	CIMMYT	Global	wheat	https://hdl.handle.net/11529/10340	TRUE	TRUE	FALSE						
Global Wheat Program; IWIN Collaborators	Singh, Ravi; Payne, Thomas	2019	CIMMYT	Global	wheat	https://hdl.handle.net/11529/10338	TRUE	TRUE	FALSE						
Global Wheat Program; IWIN Collaborators	Singh, Ravi; Payne, Thomas	2019	CIMMYT	Global	wheat	https://hdl.handle.net/11529/10548300	TRUE	TRUE	FALSE						
Global Wheat Program; IWIN Collaborators	Singh, Ravi; Payne, Thomas	2019	CIMMYT	Global	wheat	https://hdl.handle.net/11529/10548301	TRUE	TRUE	FALSE						
Global Wheat Program; IWIN Collaborators	Singh, Ravi; Payne, Thomas	2019	CIMMYT	Global	wheat	https://hdl.handle.net/11529/10548135	TRUE	TRUE	FALSE						
Global Wheat Program; IWIN Collaborators	Singh, Ravi; Payne, Thomas	2019	CIMMYT	Global	wheat	https://hdl.handle.net/11529/10548592	TRUE	TRUE	FALSE						
Global Wheat Program; IWIN Collaborators	Singh, Ravi; Payne, Thomas	2019	CIMMYT	Global	wheat	https://hdl.handle.net/11529/10987	TRUE	TRUE	FALSE						
Global Wheat Program; IWIN Collaborators	Singh, Ravi; Payne, Thomas	2019	CIMMYT	Global	wheat	https://hdl.handle.net/11529/10548042	TRUE	TRUE	FALSE						
Global Wheat Program; IWIN Collaborators	Singh, Ravi; Payne, Thomas	2019	CIMMYT	Global	wheat	https://hdl.handle.net/11529/10548302	TRUE	TRUE	FALSE						
Global Wheat Program; IWIN Collaborators	Singh, Ravi; Payne, Thomas	2019	CIMMYT	Global	wheat	https://hdl.handle.net/11529/10548535	TRUE	TRUE	FALSE						
Dataset for: Advanced clones of B3C0, group B3, population B in Comas-Peru	Gastelo, Manuel	2016	CIP	PER	potato	https://doi.org/10.21223/P3/TNNRYW	TRUE	TRUE	FALSE						
Dataset for: Advanced clones of group B3 cycle 1, population B (B3C1) in Oxapampa-Peru	Gastelo, Manuel	2016	CIP	PER	potato	https://doi.org/10.21223/P3/BOXOEZ	TRUE	TRUE	FALSE						
Dataset for: Advanced clones of B3C0, group B3, population B in Oxapampa-Peru	Gastelo, Manuel	2016	CIP	PER	potato	https://doi.org/10.21223/P3/SFXXDC	TRUE	TRUE	FALSE						
Dataset for: Stability of resistance and yield of 15 advanced clones across environments in Peru	Gastelo, Manuel	2016	CIP	PER	potato	https://doi.org/10.21223/P3/4FTDO8	TRUE	TRUE	FALSE						
Dataset for: Advanced clones of group B3 cycle 2, population B (B3C2) in Oxapampa-Peru	Gastelo, Manuel	2016	CIP	PER	potato	https://doi.org/10.21223/P3/9VMENB	TRUE	TRUE	FALSE						
Dataset for: Advanced clones of group B3 cycle 1, population B (B3C1) in Comas-Peru	Gastelo, Manuel	2016	CIP	PER	potato	https://doi.org/10.21223/P3/1GET14	TRUE	TRUE	FALSE						
Dataset for: Advanced clones of group B1 cycle 5, population B (B1C5) in Oxapampa-Peru	Gastelo, Manuel	2016	CIP	PER	potato	https://doi.org/10.21223/P3/VYCLVX	TRUE	TRUE	FALSE						
Dataset for: Advanced clones of group B3 cycle 2, population B (B3C2) in Comas-Peru	Gastelo, Manuel	2016	CIP	PER	potato	https://doi.org/10.21223/P3/MWOJGR	TRUE	TRUE	FALSE						
Dataset for: Advanced clones of group LBHT cycle 1, population B (LBHT) in Oxapampa-Peru	Gastelo, Manuel	2016	CIP	PER	potato	https://doi.org/10.21223/P3/UGWAZL	TRUE	TRUE	FALSE						
Dataset for: Advanced clones of group B1 cycle 5, population B (B1C5) in Comas-Peru	Gastelo, Manuel	2016	CIP	PER	potato	https://doi.org/10.21223/P3/NQBNWX	TRUE	TRUE	FALSE						
Dataset for: Advanced clones of group LBHT cycle 1, population B (LBHT) in Comas-Peru	Gastelo, Manuel	2016	CIP	PER	potato	https://doi.org/10.21223/P3/OOQ73N	TRUE	TRUE	FALSE						
Dataset for: Advanced clones of group LBHT cycle 1, population B (LBHT) in San Ramon-Peru	Gastelo, Manuel	2016	CIP	PER	potato	https://doi.org/10.21223/P3/IO6NAV	TRUE	TRUE	FALSE						
Dataset for: Advanced clones of group LBHT cycle 1, population B (LBHT) in La Molina-Peru	Gastelo, Manuel	2016	CIP	PER	potato	https://doi.org/10.21223/P3/H50YAO	TRUE	TRUE	FALSE						
Dataset for: Advanced clones of group B1 cycle 5, population B (B1C5) in Huancayo-Peru	Gastelo, Manuel	2016	CIP	PER	potato	https://doi.org/10.21223/P3/M40FYT	TRUE	TRUE	FALSE						
Dataset for: Stability analysis for yield on 40 native potato cultivars	Salas, Elisa	2017	CIP	PER	potato	https://doi.org/10.21223/P3/FHUVF9	TRUE	TRUE	FALSE						
Dataset for: Stability analysis for nutritional contents (minerals) on 40 native potato cultivars	Salas, Elisa	2017	CIP	PER	potato	https://doi.org/10.21223/P3/SVHUCG	TRUE	TRUE	FALSE						
Dataset for: Stability analysis for nutritional contents (Vitamin C) on 40 native potato cultivars	Salas, Elisa	2017	CIP	PER	potato	https://doi.org/10.21223/P3/NIZ8AG	TRUE	TRUE	FALSE						
Dataset for: Models of analysis stability and definition of environments with GIS	Salas, Elisa	2017	CIP	PER	potato	https://doi.org/10.21223/P3/UTZBYL	TRUE	TRUE	FALSE						
Replication data for: New Elite Potato Clones with Heat Tolerance, Late Blight and Virus Resistance to Address Climate Change	Gastelo, Manuel	2019	CIP	PER	potato	https://doi.org/10.21223/P3/P78GMU	FALSE	TRUE	FALSE						
Dataset for: Genetic gains in the content of 'Fe' and 'Zn” in diploid potato for three cycles recurrent selection (Minerals)	Amoros, Walter	2020	CIP	PER	potato	https://doi.org/10.21223/P3/BJBYNJ	FALSE	TRUE	FALSE						
Dataset for: Genetic gains in the content of 'Vitamin C” in diploid potato for three cycles recurrent selection	Amoros, Walter	2020	CIP	PER	potato	https://doi.org/10.21223/P3/G4MWZN	FALSE	TRUE	FALSE						
Dataset for: Genetic gains in the content of 'Fe' and 'Zn” in diploid potato for three cycles recurrent selection (Yield)	Amoros, Walter	2020	CIP	PER	potato	https://doi.org/10.21223/P3/L4PFIU	FALSE	TRUE	FALSE						
Dataset for: Phenotypic Stability for Tuber Yield and Late Blight Resistance in Advanced Clones from B3C3	Gastelo, Manuel	2019	CIP	PER	potato	https://doi.org/10.21223/P3/XVRHST	FALSE	TRUE	FALSE						
Dataset for: Advanced clones of group B3 cycle 3, population B with late blight resistance in Oxapampa, 2013	Gastelo, Manuel	2019	CIP	PER	potato	https://doi.org/10.21223/P3/LCGD4P	FALSE	TRUE	FALSE						
Dataset for: Advanced clones of group B3 cycle 3, population B with late blight resistance in Oxapampa, 2014	Gastelo, Manuel	2019	CIP	PER	potato	https://doi.org/10.21223/P3/FFORMJ	FALSE	TRUE	FALSE						
Dataset for: Advanced clones of group B3 cycle 3, population B with late blight resistance in Oxapampa, 2012	Gastelo, Manuel	2019	CIP	PER	potato	https://doi.org/10.21223/P3/OTYRIV	FALSE	TRUE	FALSE						
Dataset for: Potential new bio-fortified potato varieties high in iron and zinc to contribute to food and nutrition security in La Libertad, Peru (Participatory Varietal Selection)	Salas, Elisa	2019	CIP	PER	potato	https://doi.org/10.21223/P3/U6P3RT	FALSE	TRUE	FALSE						
Dataset for: Potential new bio-fortified potato varieties high in iron and zinc to contribute to food and nutrition security in Cusco, Peru (Participatory Varietal Selection)	Salas, Elisa	2019	CIP	PER	potato	https://doi.org/10.21223/P3/QUIKWK	FALSE	TRUE	FALSE						
Dataset for: Potential new bio-fortified potato varieties high in iron and zinc to contribute to food and nutrition security in Junin, Peru (Participatory Varietal Selection)	Salas, Elisa	2019	CIP	PER	potato	https://doi.org/10.21223/P3/QUOUVY	FALSE	TRUE	FALSE						
Dataset for: Potential new bio-fortified potato varieties high in iron and zinc to contribute to food and nutrition security in Huancavelica, Peru (Participatory Varietal Selection)	Salas, Elisa	2019	CIP	PER	potato	https://doi.org/10.21223/P3/8NEIZP	FALSE	TRUE	FALSE						
Dataset for: Potential new bio-fortified potato varieties high in iron and zinc to contribute to food and nutrition security in Huanuco, Peru	Salas, Elisa	2019	CIP	PER	potato	https://doi.org/10.21223/P3/2L9H6Y	TRUE	TRUE	FALSE						
Dataset for: Potential new bio-fortified potato varieties high in iron and zinc to contribute to food and nutrition security in Cajamarca, Peru (Participatory Varietal Selection)	Salas, Elisa	2019	CIP	PER	potato	https://doi.org/10.21223/P3/3DI3GC	FALSE	TRUE	FALSE						
Dataset for: Iron, zinc and vitamin C concentration of hundreds of potato landraces from Huancavelica	Burgos, Gabriela	2019	CIP	PER	potato	https://doi.org/10.21223/P3/LXO6O2	TRUE	TRUE	FALSE						
Dataset for: Evaluation of abiotic stress tolerance using multispectral aerial images in advance potatoes clones of the lowland tropic virus resistant population (LTVR - Cycle 7) under normal irrigation (NI) and deficit irrigation (DI) in Majes - Peru	Salas, Elisa	2023	CIP	PER	potato	https://doi.org/10.21223/OZJC0V	FALSE	TRUE	FALSE						
Dataset for: Advanced clones from B3C3 population	Gastelo, Manuel	2019	CIP	PER	potato	https://doi.org/10.21223/ZOKTTA	TRUE	TRUE	FALSE						
Dataset for: Advanced clones from LBHT x LTVR population, 2019	Gastelo, Manuel	2019	CIP	PER	potato	https://doi.org/10.21223/8MZIKL	TRUE	TRUE	FALSE						
Dataset for: SET1. Participatory Varietal Selection of Late Blight Resistant Potato Clones	Gastelo, Manuel	2020	CIP	PER	potato	https://doi.org/10.21223/JBIBBT	TRUE	TRUE	FALSE						
Dataset for: SET 2: Participatory Varietal Selection of Late Blight Resistant Potato Clones	Gastelo, Manuel	2020	CIP	PER	potato	https://doi.org/10.21223/UGHHPK	TRUE	TRUE	FALSE						
Dataset for: SET 3: Participatory Varietal Selection of Late Blight Resistant Potato Clones	Gastelo, Manuel	2020	CIP	PER	potato	https://doi.org/10.21223/GZI7PD	TRUE	TRUE	FALSE						
Data set for: Assessment of at least 50 lines from LBHT x LTVR population to develop high yielding clones under late blight	Mendes, Thiago	2019	CIP	ETH	potato	https://doi.org/10.21223/WRPMJI	TRUE	TRUE	FALSE						
Dataset for: Assessment of at least 42 clones sub-Saharan Africa crosses in two locations for high yielding under late blight and virus disease pressure in Kenya	Mendes, Thiago	2018	CIP	KEN	potato	https://doi.org/10.21223/NBW7X3	TRUE	TRUE	FALSE						
Dataset for: Protocols and trait dictionary of Chemical and Quality evaluations for potato documented, aligned and available in the Crop-Ontology platform and Global Trial Data Management System (GTDMS)	Salas, Elisa	2019	CIP	PER	potato	https://doi.org/10.21223/BIDVJJ	TRUE	TRUE	FALSE						
Dataset for: Cleaning up at least 10 Rwanda local varieties, 30 2x biofortified potato introduced from Ethiopia and 5 LTVR x LBHT clones selected in Kenya for further distribution	Mendes, Thiago	2019	CIP	ETH & KEN	potato	https://doi.org/10.21223/VXYNGJ	TRUE	TRUE	FALSE						
Dataset for: Panel of dihaploid stock for heat and photoperiod gene discovery in potato	Santayana, Monica	2019	CIP	PER	potato	https://doi.org/10.21223/CMVGO1	FALSE	TRUE	FALSE						
Dataset for: 10 clones with high Parental Value for Late blight resistance and tuber yield from population B3C3	Gastelo, Manuel	2020	CIP	PER	potato	https://doi.org/10.21223/RHSVIY	TRUE	TRUE	FALSE						
Dataset for: At least 20 advanced clones from LBHTxLTVR population with resistance to late blight, virus, heat and drought tolerance, high tuber yield and quality for french fries and/or chips and earliness	Gastelo, Manuel	2020	CIP	PER	potato	https://doi.org/10.21223/7WC7FM	TRUE	TRUE	FALSE						
Replication Data for: Heritability and genetic gains for iron and zinc concentration in diploid potato	Amoros, Walter	2020	CIP	PER	potato	https://doi.org/10.21223/9OJPJ7	TRUE	TRUE	FALSE						
Dataset for: Trait Observation Network (TON) Panel Advanced potato clones	Gastelo, Manuel	2020	CIP	PER	potato	https://doi.org/10.21223/6TRC9T	TRUE	TRUE	FALSE						
Dataset for: Breeding for resistance to late blight - LBHTC2 population- Phenotypic and Genomic Selection	Gastelo, Manuel	2020	CIP	PER	potato	https://doi.org/10.21223/GCJRH6	TRUE	TRUE	FALSE						
Dataset for: Generation of new progenies to use in development Product Profile to replace Canchan variety, introgression of new sources of resistance of late blight, bacterial wilt and drought tolerance	Gastelo, Manuel	2020	CIP	PER	potato	https://doi.org/10.21223/KXYPYO	TRUE	TRUE	FALSE						
Dataset for: Phenotypic stability and correlation under field and greenhouse conditions for late blight resistance in advanced clones from B3C3	Gastelo, Manuel	2020	CIP	PER	potato	https://doi.org/10.21223/UIF80U	TRUE	TRUE	FALSE						
Dataset for: Early-maturing elite virus-resistant selections dispatched for assessment of adaptation in subtropical lowland and temperate agro-ecologies	Amoros, Walter	2017	CIP	PER	potato	https://doi.org/10.21223/XLWBWM	TRUE	TRUE	FALSE						
Dataset for: Phenotypic stability for tuber yield components under climate change conditions and selection of the top performing clones for conservation in the genebank	Gastelo, Manuel	2020	CIP	PER	potato	https://doi.org/10.21223/WX2HIT	FALSE	TRUE	FALSE						
Dataset for: Potential new bio-fortified potato varieties high in iron and zinc to contribute to food and nutrition security in Apurimac, Peru	Salas, Elisa	2020	CIP	PER	potato	https://doi.org/10.21223/DTSA6Y	FALSE	TRUE	FALSE						
Dataset for: Potato Trials Abiotic Stress 092017 UNICA	Salas, Elisa	2020	CIP	PER	potato	https://doi.org/10.21223/FEDQQN	FALSE	TRUE	FALSE						
Dataset for: Evaluation of abiotic stress tolerance in advance potatoes clones of the lowland tropic virus resistant population (LTVR - Cycle 7) under normal irrigation (NI) and deficit irrigation (DI) in Majes - Peru	Salas, Elisa	2020	CIP	PER	potato	https://doi.org/10.21223/MLMFIT	FALSE	TRUE	FALSE						
Dataset for: Potential new bio-fortified potato varieties high in iron and zinc to contribute to food and nutrition security in Apurimac, Peru (Participatory Varietal Selection)	Salas, Elisa	2020	CIP	PER	potato	https://doi.org/10.21223/ZRPRIM	FALSE	TRUE	FALSE						
Dataset for: Potential new bio-fortified potato varieties high in iron and zinc to contribute to food and nutrition security in Cusco, Peru	Salas, Elisa	2020	CIP	PER	potato	https://doi.org/10.21223/0TE2GO	FALSE	TRUE	FALSE						
Dataset for: Potential new bio-fortified potato varieties high in iron and zinc to contribute to food and nutrition security in La Libertad, Peru	Salas, Elisa	2020	CIP	PER	potato	https://doi.org/10.21223/HRLAI0	FALSE	TRUE	FALSE						
Dataset for: Potential new bio-fortified potato varieties high Vitamin C to contribute to food and nutrition security in La Libertad, Peru	Salas, Elisa	2020	CIP	PER	potato	https://doi.org/10.21223/1E8NLI	FALSE	TRUE	FALSE						
Dataset for: Potential new bio-fortified potato varieties high in Vitamin C to contribute to food and nutrition security in Cusco, Peru	Salas, Elisa	2020	CIP	PER	potato	https://doi.org/10.21223/MGSRFH	FALSE	TRUE	FALSE						
Dataset for: Potential new bio-fortified potato varieties high Vitamin C to contribute to food and nutrition security in Huancavelica, Peru	Salas, Elisa	2020	CIP	PER	potato	https://doi.org/10.21223/JSHCJO	FALSE	TRUE	FALSE						
Dataset for: Crossing block of selected elite progenitors of the lowland tropic virus resistant population (LTVR)	Salas, Elisa	2020	CIP	PER	potato	https://doi.org/10.21223/LL2OZC	TRUE	TRUE	FALSE						
Dataset for: Material list of the potatoes clones of the lowland tropic virus resistant population (LTVR)	Salas, Elisa	2020	CIP	PER	potato	https://doi.org/10.21223/H5JF2F	TRUE	TRUE	FALSE						
Dataset for: Potential new bio-fortified potato varieties high in iron and zinc to contribute to food and nutrition security in Apurimac, Peru (Organoleptic data)	Salas, Elisa	2020	CIP	PER	potato	https://doi.org/10.21223/F5JJZZ	FALSE	TRUE	FALSE						
Dataset for: Potential new bio-fortified potato varieties high in iron and zinc to contribute to food and nutrition security in Huancavelica, Peru	Salas, Elisa	2020	CIP	PER	potato	https://doi.org/10.21223/T7JUCL	FALSE	TRUE	FALSE						
Dataset for: Crossing block of selected elite progenitors of the Biofortified Population (BIOT)	Salas, Elisa	2020	CIP	PER	potato	https://doi.org/10.21223/IRWLF2	TRUE	TRUE	FALSE						
Dataset for: Potential new bio-fortified potato varieties high in iron and zinc to contribute to food and nutrition security in Cajamarca, Peru (Organoleptic data)	Salas, Elisa	2020	CIP	PER	potato	https://doi.org/10.21223/QEXRNA	FALSE	TRUE	FALSE						
Dataset for: Potential new bio-fortified potato varieties high in iron and zinc to contribute to food and nutrition security in Cusco, Peru (Organoleptic data)	Salas, Elisa	2020	CIP	PER	potato	https://doi.org/10.21223/34YNOG	FALSE	TRUE	FALSE						
Dataset for: Potential new bio-fortified potato varieties high in iron and zinc to contribute to food and nutrition security in La Libertad, Peru (Organoleptic data)	Salas, Elisa	2020	CIP	PER	potato	https://doi.org/10.21223/AHKYT3	FALSE	TRUE	FALSE						
Dataset for: Potential new bio-fortified potato varieties high in iron and zinc to contribute to food and nutrition security in Junin, Peru (Organoleptic data)	Salas, Elisa	2020	CIP	PER	potato	https://doi.org/10.21223/WI75PA	FALSE	TRUE	FALSE						
Dataset for: Potential new bio-fortified potato varieties high in iron and zinc to contribute to food and nutrition security in Huancavelica, Peru (Organoleptic data)	Salas, Elisa	2020	CIP	PER	potato	https://doi.org/10.21223/0NWTUD	FALSE	TRUE	FALSE						
Dataset for: New Heterotic Potato Clones Combining Two Divergent Germplasm Sources to Face Climate Change	Gastelo, Manuel	2021	CIP	PER	potato	https://doi.org/10.21223/QEQSQ6	FALSE	TRUE	FALSE						
Dataset for: Potential new varieties of biofortified potato with high iron and zinc content, to contribute to food and nutritional security in high Andean family farming	Salas, Elisa	2021	CIP	PER	potato	https://doi.org/10.21223/N11QJS	TRUE	TRUE	FALSE						
Dataset for: Dataset for Generation of new progenies to use in development Product Profile to replace Canchan variety, introgression of new sources of resistance of late blight, bacterial wilt and drought tolerance	Gastelo, Manuel	2021	CIP	PER	potato	https://doi.org/10.21223/GMYIOP	FALSE	TRUE	FALSE						
Dataset for: Late blight resistant potato varieties for the tropical highlands and mid-elevation	Gastelo, Manuel	2021	CIP	PER	potato	https://doi.org/10.21223/BJECYK	FALSE	TRUE	FALSE						
Dataset for: Breeding for resistance to late blight - LBHTC2 population- Phenotypic and Genomic Selection (2020-2021)	Gastelo, Manuel	2021	CIP	PER	potato	https://doi.org/10.21223/ASVUIG	FALSE	TRUE	FALSE						
Dataset for: Phenotypic Stability for tuber yield components under climate change conditions in advanced clones from B3C3 population in Huamachuco	Gastelo, Manuel	2021	CIP	PER	potato	https://doi.org/10.21223/NZUS1C	FALSE	TRUE	FALSE						
Dataset for: Selection and evaluation of at least ten advanced clones of the LBHT x LTVR population with low glycoalkaloid content in contrasting environments, with high resistance to late blight, high tuber yield, heat tolerance and adapted to mid and highlands in Huamachuco	Gastelo, Manuel	2021	CIP	PER	potato	https://doi.org/10.21223/FO7KPO	FALSE	TRUE	FALSE						
Dataset for: Releasing at least one new potato variety in the highlands of Peru, focusing on quality for French fries and high level of resistance to late blight using participatory varietal selection during period from 2019-2020 in Majes	Gastelo, Manuel	2021	CIP	PER	potato	https://doi.org/10.21223/XPF4C8	FALSE	TRUE	FALSE						
Dataset for: Releasing at least one new potato variety in the highlands of Peru, focusing on quality for French fries and high level of resistance to late blight using participatory varietal selection during period from 2019-2020 in Cajamarca and Huamachuco	Gastelo, Manuel	2021	CIP	PER	potato	https://doi.org/10.21223/QVAASL	FALSE	TRUE	FALSE						
Dataset for: Releasing at least one new potato variety in the highlands of Peru, focusing on quality for French fries and high level of resistance to late blight using participatory varietal selection during period from 2020-2021 in Huanuco and Huancayo	Gastelo, Manuel	2021	CIP	PER	potato	https://doi.org/10.21223/QBADHX	FALSE	TRUE	FALSE						
Dataset for: Adaptation and Efficiency Trials (CIP395123.6) - Season I	Gastelo, Manuel	2021	CIP	PER	potato	https://doi.org/10.21223/JKNWBC	FALSE	TRUE	FALSE						
Dataset for: Genomic selection for resistance to LB in population LBHTC2 Intermediate Trials	Gastelo, Manuel	2021	CIP	PER	potato	https://doi.org/10.21223/B7HWWH	FALSE	TRUE	FALSE						
Dataset for: Assessment of french fries quality traits during 2020-2021	Gastelo, Manuel	2021	CIP	PER	potato	https://doi.org/10.21223/ZTPO9T	FALSE	TRUE	FALSE						
Dataset for: Assessment of french fries quality traits during 2019-2020	Gastelo, Manuel	2021	CIP	PER	potato	https://doi.org/10.21223/FF5CZT	FALSE	TRUE	FALSE						
Dataset for: Adaptability 10 CRW to higlands, Peru (Huancavelica and Junin)	Gastelo, Manuel	2021	CIP	PER	potato	https://doi.org/10.21223/G3JK72	FALSE	TRUE	FALSE						
Dataset for: Assessment of baked potatoes quality traits during 2019-2020	Gastelo, Manuel	2021	CIP	PER	potato	https://doi.org/10.21223/RKTBNX	FALSE	TRUE	FALSE						
Dataset for: Assessment of baked potatoes quality traits during 2020-2021	Gastelo, Manuel	2021	CIP	PER	potato	https://doi.org/10.21223/F6ZZJH	FALSE	TRUE	FALSE						
Dataset for: Phenotypic Stability for tuber yield components under climate change conditions in advanced clones from B3C3 population in Huanuco	Gastelo, Manuel	2021	CIP	PER	potato	https://doi.org/10.21223/OOQ16Y	FALSE	TRUE	FALSE						
Dataset for: Phenotypic stability of potato tuber yield components under climate change conditions in advanced clones from population B3C3 in Huancayo	Gastelo, Manuel	2021	CIP	PER	potato	https://doi.org/10.21223/V7ZQD4	FALSE	TRUE	FALSE						
Dataset for: Selection and evaluation of at least ten advanced clones of the LBHT x LTVR population with low glycoalkaloid content in contrasting environments, with high resistance to late blight, high tuber yield, heat tolerance and adapted to mid and highlands in Huanuco	Gastelo, Manuel	2021	CIP	PER	potato	https://doi.org/10.21223/5TQSRM	FALSE	TRUE	FALSE						
Dataset for: At least ten advanced clones of the LBHTXLTVR population selected with low glycoalkaloid content in contrasting environments. In addition to high levels of late blight resistance, high tuber yield, heat tolerance, adapted to midland and highland in San Ramon	Gastelo, Manuel	2021	CIP	PER	potato	https://doi.org/10.21223/2D2NAV	FALSE	TRUE	FALSE						
Dataset for: Selection and evaluation of at least ten advanced clones of the LBHT x LTVR population with low glycoalkaloid content in contrasting environments, with high resistance to late blight, high tuber yield, heat tolerance and adapted to mid and highlands in Huancayo	Gastelo, Manuel	2021	CIP	PER	potato	https://doi.org/10.21223/HDAREL	FALSE	TRUE	FALSE						
Dataset for: Releasing at least one new potato variety in the highlands of Peru, focusing on quality for French fries and high level of resistance to late blight using participatory varietal selection during period from 2019-2020 in Huanuco and Huancayo	Gastelo, Manuel	2021	CIP	PER	potato	https://doi.org/10.21223/EUXW6Y	FALSE	TRUE	FALSE						
Dataset for: Releasing at least one new potato variety in the highlands of Peru, focusing on quality for French fries and high level of resistance to late blight using participatory varietal selection during period from 2020-2021 in Majes	Gastelo, Manuel	2021	CIP	PER	potato	https://doi.org/10.21223/P1ZLI7	FALSE	TRUE	FALSE						
Replication Data for: Phenotypic Stability and Correlation for Late Blight Resistance in Advanced Potato Clones Under Field and Controlled Conditions	Gastelo, Manuel	2021	CIP	PER	potato	https://doi.org/10.21223/JPWA9G	TRUE	TRUE	FALSE						
Dataset for: Adaptation and Efficiency Trials (CIP396026.101) - Season II	Gastelo, Manuel	2021	CIP	PER	potato	https://doi.org/10.21223/GQUPBQ	FALSE	TRUE	FALSE						
Dataset for: Adaptation and Efficiency Trials (CIP396034.103) - Season II	Gastelo, Manuel	2021	CIP	PER	potato	https://doi.org/10.21223/WCLRKI	FALSE	TRUE	FALSE						
Dataset for: Procesamiento para calidad de color en French fries and Chips Advanced potato clones B3C1 and B3C2, under highlands and lowlands in Peru	Gastelo, Manuel	2022	CIP	PER	potato	https://doi.org/10.21223/WQMMSN	FALSE	TRUE	FALSE						
Dataset for: New Resistant Potato Varieties to Late Blight and High Quality for French Fries generated in Peru	Gastelo, Manuel	2022	CIP	PER	potato	https://doi.org/10.21223/MXKUIK	FALSE	TRUE	FALSE						
Dataset for: Adaptation and Efficiency Trials (CIP395123.6) - Season II	Gastelo, Manuel	2021	CIP	PER	potato	https://doi.org/10.21223/L9WDYD	FALSE	TRUE	FALSE						
Dataset for: Biofortified clones in Rwanda 2020	Mendes, Thiago	2021	CIP	RWA	potato	https://doi.org/10.21223/ZZSTWK	FALSE	TRUE	FALSE						
Dataset for: Adaptation and Efficiency Trials (CIP396026.101) - Season I	Gastelo, Manuel	2021	CIP	PER	potato	https://doi.org/10.21223/KNC22E	FALSE	TRUE	FALSE						
Dataset for: Releasing at least one new potato variety in the highlands of Peru, focusing on quality for French fries and high level of resistance to late blight using participatory varietal selection during period from 2020-2021 in Cajamarca and Huamachuco	Gastelo, Manuel	2021	CIP	PER	potato	https://doi.org/10.21223/H8E8KL	FALSE	TRUE	FALSE						
Dataset for: Adaptation and Efficiency Trials (CIP396034.103) - Season I	Gastelo, Manuel	2021	CIP	PER	potato	https://doi.org/10.21223/NBQXM3	FALSE	TRUE	FALSE						
Replication Data for: Identification of Elite Potato Clones with Resistance to Late Blight Through Participatory Varietal Selection in Peru	Gastelo, Manuel	2021	CIP	PER	potato	https://doi.org/10.21223/E1GOGT	TRUE	TRUE	FALSE						
Replication Data for: Cytoplasmic Male Sterility Incidence in Potato Breeding Populations with Late Blight Resistance and Identification of Breeding Lines with a Potential Fertility Restorer Mechanism	Santayana, Monica	2022	CIP	PER	potato	https://doi.org/10.21223/80KNLP	FALSE	TRUE	FALSE						
Dataset for: Selected LBHT families, pedigree and number of genotypes tested in Kenya	Mendes, Thiago	2022	CIP	KEN	potato	https://doi.org/10.21223/6SSRWZ	TRUE	TRUE	FALSE						
Dataset for: BLUPs predicted from combined analyses across different trials and locations, Kenya 2022	Mendes, Thiago	2022	CIP	KEN	potato	https://doi.org/10.21223/0ENJZ7	TRUE	TRUE	FALSE						
Dataset for: yield and stability advanced trial for late blight and heat tolerant (LBHT) potato population conducted in San Ramón, Peru	Kante, Moctar	2022	CIP	PER	potato	https://doi.org/10.21223/BMWFX2	FALSE	TRUE	FALSE						
Dataset for: yield and stability advanced trial for late blight and heat tolerant (LBHT) potato population conducted in Huancayo, Peru	Kante, Moctar	2022	CIP	PER	potato	https://doi.org/10.21223/SBHNHD	FALSE	TRUE	FALSE						
Dataset for: yield and stability advanced trial for late blight and heat tolerant (LBHT) potato population conducted in Huanuco, Peru	Kante, Moctar	2022	CIP	PER	potato	https://doi.org/10.21223/E9STDZ	FALSE	TRUE	FALSE						
Dataset for: yield and stability advanced trial for late blight and heat tolerant (LBHT) potato population conducted in Oxapampa, Peru	Kante, Moctar	2022	CIP	PER	potato	https://doi.org/10.21223/64DNHF	FALSE	TRUE	FALSE						
Replication Data for: Genotype x environment interaction and selection for drought adaptation in sweetpotato (Ipomoea batatas (L.) Lam.) in Mozambique	Andrade, Maria	2016	CIP	MOZ	sweetpotato	https://doi.org/10.21223/P3/M0HGJ4	TRUE	TRUE	FALSE						
